section_id,book,map,section_number,print_sheet,short_title,description_catalogue,description_topos,section_type,note
3.02.05,3,3.02,05,EU06,Heiliger Fluss (Mündung),,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
3.02.06,3,3.02,06,EU06,Cerviner (Merviner),Cerviner (Merviner) | Titianer | Balatiner (Balatoner) | Vanaciner | Cilebensier (Scilebensier) | Licniner | Macriner | Opiner | Symbrer (Sibrer) | Coymasener (Cubasaner) | Subasaner (Tebusaner),,inland,
3.02.07,3,3.02,07,EU06,Ropicum,,,inland,
3.03.02,3,3.03,02,EU07,Gorditanisches Kap,,,coast section,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Sardinia, explicitly ""Description of the coast...west side"": Nymphaeum/Korakodes harbors among capes and river mouths]"
3.03.03,3,3.03,03,EU07,Pupulum,,,coast section,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Sardinia, ""Description of the southern side"": Sulci/Bithia harbors among capes]"
3.03.04,3,3.03,04,EU07,Kap Carales,,,coast section,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Sardinia, ""Description of the eastern side"": Sulpicius/Olbian harbors among capes and river mouths]"
3.03.05,3,3.03,05,EU07,Kap Errebantium (Kap Serrebantium),,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
3.03.07,3,3.03,07,EU07,Ericinum (Erycinum),,,inland,
3.03.08,3,3.03,08,EU07,Sardinien,Sardinien,,island,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Ilva/Nymphaea/Diabate/Ficaria/Hermaea + the already-""-Insel"" points - the islands around Sardinia (topostext: ""The islands around Sardinia are: Phintonos island..."")]"
3.04.02,3,3.04,02,EU07,Tyrrhenisches Meer,Tyrrhenisches Meer,,coast section,
3.04.03,3,3.04,03,EU07,Kalakte,,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
3.04.04,3,3.04,04,EU07,Ketaria,,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
3.04.05,3,3.04,05,EU07,Afrikanisches Meer,Afrikanisches Meer,,coast section,
3.04.06,3,3.04,06,EU07,Isburos-Mündung,,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
3.04.07,3,3.04,07,EU07,Himeras-Mündung,,,coast section,"A wide batch found by the same systematic topostext-disagreement review, each independently confirmed the same way: a plain-named harbor town or headland sitting in `city`, whose section has no sea-word header of its own but whose topostext citation both names it a harbor/port *and* sits in an unbroken run of coastal citations (river mouths, capes, other harbors) either side of it in the same section - the same ""province/tribe name instead of sea name"" header gap already fixed many times this session, just not yet swept outside the regions checked so far: [Sicily: river mouths and promontories either side of Kaukana harbor]"
3.04.08,3,3.04,08,EU07,Adriatisches Meer,Adriatisches Meer,,coast section,
3.04.09,3,3.04,09,EU07,Syrakusai,,,coast section,"Found by an independent second pass: building a standalone category guess purely from topostext's own wording (category_check.py, no access to the catalogue's category, name, or any exception list) and comparing it to the catalogue's category surfaced a few more instances of the same gap the batch above missed: [Sicily's own east coast: ""Syrakousai...Tauros promontory...Katane...Symaithos river mouth...Tauromenion...Argennon promontory...Messene in the strait""]"
3.04.10,3,3.04,10,EU07,Aitne,,The celebrated mountains in the island are:  Aetne .,inland,
3.04.12,3,3.04,12,EU07,Sizilien,Sizilien,The inland cities of Sicily are:  Kapition .,inland,
3.04.13,3,3.04,13,EU07,Kentoripa*,,Kentouripai .,inland,
3.04.14,3,3.04,14,EU07,Enna,,Enna .,inland,
3.04.15,3,3.04,15,EU07,Segesta*,,Segesta .,inland,
3.04.16,3,3.04,16,EU07,Sizilien,Sizilien,And the islands located around Sicilyand near it are:  Didyme island .,island,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Didyme/Hikesia/Erikodes/Phoinikodes/Euonymos/Lipara/Strongyle + Hephaistos-Insel - the islands around Sicily (topostext: ""the islands located around Sicily...are: Didyme island..."")]"
3.04.17,3,3.04,17,EU07,Ustika,,Ustica island and city .,island,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Ustika/Osteodes/Phorbantia/Aigusa/Hiera/Pakonia + Aiolos-Insel - more islands around Sicily, continuing 3.04.16]"
3.05.02,3,3.05,02,EU08,Vistula-Mündung,,,inland,
3.05.03,3,3.05,03,EU08,Küstenpunkt auf dem Parallel von Thule,,,inland,
3.05.04,3,3.05,04,EU08,Tanaïs-Quellen,Tanaïs-Quellen,,inland,
3.05.06,3,3.05,06,EU08,Ausgewanderte Iazygen,Ausgewanderte Iazygen | Dakien | Borysthenes-Mündung | Pontos Euxeinos | Karkinites,,inland,
3.05.07,3,3.05,07,EU08,Borysthenes-Mündung,,,coast section," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
