id,point_id,override_type,value,note
5,4.05.76.03,force_island_point,,"The same problem at single-point granularity: a lone island reference embedded in an otherwise-mainland section, where force-islanding the *whole* section (as above) would wrongly reclassify real mainland points alongside it. Book.map ""3.14"" section ""06"" is Akarnania's mainland coast (Ambrakia/Arta, Aktion/Actium, Alyzeia, the Acheloos' mouth) except for one entry - ""Kap Leukas"" (Cape Doukato, the southern tip of the island of Lefkada) - sitting in the middle of that mainland run and pulling the Epirus/Akarnania coastline out onto the island and back. Keyed by ref_id. [Argaiu - the section's third and last point (after Didymai/Pharos above), continuing the same ""islands lying near Libya and Egypt"" list topostext's own header states once for section ""75"" and carries through ""76"" without repeating it; its own topostext match is weak (a low-confidence fallback to the unrelated ""Sebennytic mouth"" citation, no real match for this specific name) and it was left `city` pending that - but sitting well out in the sea north of the Nile delta's own coastline (a user-reported ""city in the water""), section context is the stronger signal here.]"
43,5.01.05.04,coastline_skip,,"walk resumes at book.map ""3.10"" section ""14"" (Dniester-area river mouths, a genuinely new stretch) by re-stating the Dnieper's mouth as an orientation point first - the exact same coordinate already given, correctly, as Sarmatia-in-Europe's own citation (3.05.07.01). Left in as an edge, this duplicate coordinate became a node with edges to *both* its own real neighbour (3.10.14.02) and, via catalogue-order adjacency within its own book.map, the far end of a >4.5-degree jump back across section ""08""'s last coastal point (an intervening digression into inland Danube-bank legionary camps, sections ""09""-""13"", correctly left `city`) - a zigzag with no geographic basis, reported by the user as ""two strange lines...as if it's trying to connect the wrong features"". Skipping this one re-citation lets 3.10's own walk connect directly to its real next point instead.  The four entries below were found a different way: a real coastline never crosses itself (the same ""a road doesn't cross itself"" argument the user made, prompting this check) - so any drawn coastline whose own line self-intersects has a real ordering bug somewhere, findable without eyeballing a render or hand-picking a distance threshold. Checked every coastline/river/island/mountain line in the catalogue with shapely's line-segment intersection test; all four hits below turned out to be the *introductory boundary point* pattern above, just not yet found because a false self-crossing edge is a different symptom than a straight-line ""jump"" is. [Kap Bithynia - an undermarked re-citation of the same headland as ""Spitze Bithyniens mit Artemis-Heiligtum"" (5.01.02.02): same latitude exactly, topostext re-describing it verbatim (""mouth of the Pontos and the sanctuary of Artemis Bithynian promontory"") to reorient the reader before continuing west past Artake/Psyllis/Kalpas - the same shape as the Borysthenes-Mündung case, just without an explicit arrow marker this time. Left in, its edge from Rhyndakos-Mündung (the Gulf of Astakos digression's own inner end) cut straight back across the gulf, crossing three of the digression's own segments.]"
6,5.02.28.03,force_island_point,,"The same problem at single-point granularity: a lone island reference embedded in an otherwise-mainland section, where force-islanding the *whole* section (as above) would wrongly reclassify real mainland points alongside it. Book.map ""3.14"" section ""06"" is Akarnania's mainland coast (Ambrakia/Arta, Aktion/Actium, Alyzeia, the Acheloos' mouth) except for one entry - ""Kap Leukas"" (Cape Doukato, the southern tip of the island of Lefkada) - sitting in the middle of that mainland run and pulling the Epirus/Akarnania coastline out onto the island and back. Keyed by ref_id. [Tenedos - a single citation covering both the island and ""a city of the same name"" (topostext), the same shared-name shape as Iulia Caesarea]"
52,5.03.01.06,coastline_skip,,"walk resumes at book.map ""3.10"" section ""14"" (Dniester-area river mouths, a genuinely new stretch) by re-stating the Dnieper's mouth as an orientation point first - the exact same coordinate already given, correctly, as Sarmatia-in-Europe's own citation (3.05.07.01). Left in as an edge, this duplicate coordinate became a node with edges to *both* its own real neighbour (3.10.14.02) and, via catalogue-order adjacency within its own book.map, the far end of a >4.5-degree jump back across section ""08""'s last coastal point (an intervening digression into inland Danube-bank legionary camps, sections ""09""-""13"", correctly left `city`) - a zigzag with no geographic basis, reported by the user as ""two strange lines...as if it's trying to connect the wrong features"". Skipping this one re-citation lets 3.10's own walk connect directly to its real next point instead.  The four entries below were found a different way: a real coastline never crosses itself (the same ""a road doesn't cross itself"" argument the user made, prompting this check) - so any drawn coastline whose own line self-intersects has a real ordering bug somewhere, findable without eyeballing a render or hand-picking a distance threshold. Checked every coastline/river/island/mountain line in the catalogue with shapely's line-segment intersection test; all four hits below turned out to be the *introductory boundary point* pattern above, just not yet found because a false self-crossing edge is a different symptom than a straight-line ""jump"" is. [Grenzpunkt (Lykien, Pamphylien) - Lykia's own eastern border marker (topostext: ""limit of Asia through the Masikytos mountain, as far as the sea at..."" - its own separate introductory section, before ""the following"" starts the coastal walk at Kaunos/Xanthos)]"
39,5.05.01.09,coastline_skip,,"walk resumes at book.map ""3.10"" section ""14"" (Dniester-area river mouths, a genuinely new stretch) by re-stating the Dnieper's mouth as an orientation point first - the exact same coordinate already given, correctly, as Sarmatia-in-Europe's own citation (3.05.07.01). Left in as an edge, this duplicate coordinate became a node with edges to *both* its own real neighbour (3.10.14.02) and, via catalogue-order adjacency within its own book.map, the far end of a >4.5-degree jump back across section ""08""'s last coastal point (an intervening digression into inland Danube-bank legionary camps, sections ""09""-""13"", correctly left `city`) - a zigzag with no geographic basis, reported by the user as ""two strange lines...as if it's trying to connect the wrong features"". Skipping this one re-citation lets 3.10's own walk connect directly to its real next point instead.  The four entries below were found a different way: a real coastline never crosses itself (the same ""a road doesn't cross itself"" argument the user made, prompting this check) - so any drawn coastline whose own line self-intersects has a real ordering bug somewhere, findable without eyeballing a render or hand-picking a distance threshold. Checked every coastline/river/island/mountain line in the catalogue with shapely's line-segment intersection test; all four hits below turned out to be the *introductory boundary point* pattern above, just not yet found because a false self-crossing edge is a different symptom than a straight-line ""jump"" is. [Grenzpunkt (Kilikien, Pamphylien) - Pamphylia's, the same shape (topostext: ""limit point near Galatia to the Pamphylian sea, the limit point of this line at..."" then ""the shores of Pamphylia: Olbia, Attaleia..."")]"
32,5.06.07.06,force_noncoastal_point,,"Resolves the Apsorros/Sebastopolis case flagged in _BOUNDARY_STITCH_REF_ID_PAIRS above: ""Sebastopolis 1"" sits right after three genuine river-course points (Apsorros splitting into the Glaukos and Lykos, their sources - all correctly `river`, describing the Çoruh's own tributary system inland), and its own topostext citation is a fragment of boundary language (""...to the terminus which is located in..."") rather than a coastal citation - not the walk continuing, an aside citing an administrative limit. Its Modern_location, ""Sulusaray"", is a Cappadocian inland town nowhere near this Black Sea coast, while the real coastal Sebastopolis (Dioskurias, Sukhumi) already sits correctly elsewhere in the catalogue (5.10.02.02) - two different places sharing one name, the same shape as the Deva/Alaunus/Sala rivers, just found on a coastline instead of a river this time."
21,5.06.08.02,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Argaios (NW-Ende) - Kappadokia's named mountains, section 5.06.08, force-mountain unsafe there since the same section also has 5.06.08.04, a genuine Euphrat/Melas river confluence point mentioned as an aside during the range's own boundary description]"
15,5.06.08.03,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Argaios (SO-Ende)]"
13,5.06.08.08,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Anti-Tauros W (W-Ende)]"
14,5.06.08.09,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Anti-Tauros W (O-Ende)]"
18,5.06.08.10,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Anti-Tauros O (W-Ende)]"
17,5.06.08.11,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Anti-Tauros O (O-Ende)]"
49,5.08.01.09,coastline_skip,,"walk resumes at book.map ""3.10"" section ""14"" (Dniester-area river mouths, a genuinely new stretch) by re-stating the Dnieper's mouth as an orientation point first - the exact same coordinate already given, correctly, as Sarmatia-in-Europe's own citation (3.05.07.01). Left in as an edge, this duplicate coordinate became a node with edges to *both* its own real neighbour (3.10.14.02) and, via catalogue-order adjacency within its own book.map, the far end of a >4.5-degree jump back across section ""08""'s last coastal point (an intervening digression into inland Danube-bank legionary camps, sections ""09""-""13"", correctly left `city`) - a zigzag with no geographic basis, reported by the user as ""two strange lines...as if it's trying to connect the wrong features"". Skipping this one re-citation lets 3.10's own walk connect directly to its real next point instead.  The four entries below were found a different way: a real coastline never crosses itself (the same ""a road doesn't cross itself"" argument the user made, prompting this check) - so any drawn coastline whose own line self-intersects has a real ordering bug somewhere, findable without eyeballing a render or hand-picking a distance threshold. Checked every coastline/river/island/mountain line in the catalogue with shapely's line-segment intersection test; all four hits below turned out to be the *introductory boundary point* pattern above, just not yet found because a false self-crossing edge is a different symptom than a straight-line ""jump"" is. [Grenzpunkt (Kilikien, Syrien) - Cilicia's, the same shape again (topostext: ""limit at Kappadokia extending to the Issian Gulf and Amanikian Gates, which limit..."" then ""In Selinitis of Kilikia Tracheia Iotape..."")]"
33,5.09.10.05,force_noncoastal_point,,"Four more found by the user auditing specific ref_ids directly, all the same ""boundary/limit statement, not a coastal walk point"" shape: [Grenzpunkt (Asiatisches Sarmatien, Iberien, Kolchis) - topostext (§5.9.10) is explicit: ""...mouth of the Korax river...*The limit on the side of Kolchis is at* 75d00',47d30'"" - a territorial limit statement, not a coastal walk point, despite the exact coordinate match. Previously force-stitched to Korax-Mündung on a ""no topostext match, but the names align"" guess alone (round 22) - that pair removed from _BOUNDARY_STITCH_REF_ID_PAIRS, now that a real (contradicting) match exists.]"
27,5.16.01.05,force_noncoastal_point,,"Four more found by the user auditing specific ref_ids directly, all the same ""boundary/limit statement, not a coastal walk point"" shape: [Grenzpunkt (Ägypten, Judäa) - topostext (§4.5.13, matched from Egypt's side) confirms this is a land-boundary hand-off between Judaea and Arabia Petraea, stated *before* the coastal description resumes further on - see the long comment above _COASTLINE_EXPLICIT_ORDER_OVERRIDES' now-reverted entry for this ref_id.]"
26,5.17.01.11,force_noncoastal_point,,"Surfaced by this round's Gulf-of-Aqaba stitch (_BOUNDARY_STITCH_REF_ID_PAIRS, Elana/Elanitischer Golf -> Onne): extending the coastline past Elana exposed a self-intersection that existed one point earlier and had simply never had a further edge to cross before. ""Pharan"" sits between the gulf's own bend and its inner corner, but topostext calls it explicitly ""Pharan kome"" (kome = village) - Modern_location ""Feiran"" confirms it's the interior Sinai oasis, nowhere near the gulf shore - the same plain-settlement-amid-a-coastal-walk shape as every other entry above, just found by a crossing instead of a keyword sweep."
34,5.19.01.04,force_noncoastal_point,,"The rest of the ""every remaining Grenzpunkt/Endpunkt still marked `coast`"" sweep prompted by the Durius find above: of 27 such points, 23 are genuinely coastal (topostext explicitly names a sea/gulf as the boundary's own endpoint - ""the other on the Adriatic at"", ""termination at the sea"", ""the inner recess of the...Maisanites Gulf"" - or, for the Arabia Felix ""Endpunkt am Meer"" mountain cases, sit smoothly in-line with their coastal neighbours' own coordinates, the same Athos/Akrokeraunia shape already confirmed this session) and left untouched. These three are pure land-boundary descriptions with no sea/gulf mentioned anywhere in their citation, or explicitly contrasted with a *different*, genuinely coastal sibling point: [Grenzpunkt (Arabia Deserta, Babylonien, Mesopotamien) - topostext's own fuller citation (5.18.1.2): ""On the south by the remaining part of the Euphrates river, along Arabia Deserta to the limit point at"" - a river-following boundary marker (the same Anas/Durius shape, just without a clean single-river attachment to force `river` instead), well inland of the same walk's own two genuinely coastal points a few steps later (5.19.01.11/.13, both explicitly ""the Persian Gulf"")]"
56,5.19.01.11,coastline_skip,,"NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) used to be skipped here too, for the same ""bit-identical duplicate, wrong-direction edge"" reason - but the user spotted the resulting gap (Gaza to Egypt, the top of Sinai) and asked for the real coast, not a schematic bridge over it. Restored via _COASTLINE_EXPLICIT_ORDER_OVERRIDES instead, which fixes the wrong-direction edge without dropping the point - see that set's own comment. [Grenzpunkt (Arabia Deserta, Babylonien)/Maisanitischer Golf - topostext (5.19.1) is explicit these are Arabia Deserta's own two *territorial* limit points (""bounded...on the east by Babylonia...to the inner recess of the Maisanites Gulf at 79.30d10' and by the nearer part of the Persian Gulf to a limit point at 79.29d00'""), not a coastal walk - and this one is a bit-identical coordinate duplicate of book 6.07's own ""Maisanitischer Golf"" (6.07.19.05, already the correct northern end of that long Arabian-coast walk). Left in, catalogue order zigzagged 30.17 -> 29.00 -> 30.17 -> 29.50 -> 29.25 (both Grenzpunkt entries, then the real walk) - the ""coast facing the wrong way"" the user spotted at the head of the Persian Gulf. Excluding both lets 6.07.19.05 stitch straight to Idikara (5.19.04.03, 0.67 degrees, a clean monotonic hand-off) instead.]"
37,5.19.01.13,coastline_skip,,"NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) used to be skipped here too, for the same ""bit-identical duplicate, wrong-direction edge"" reason - but the user spotted the resulting gap (Gaza to Egypt, the top of Sinai) and asked for the real coast, not a schematic bridge over it. Restored via _COASTLINE_EXPLICIT_ORDER_OVERRIDES instead, which fixes the wrong-direction edge without dropping the point - see that set's own comment. [Grenzpunkt (Arabia Deserta, Arabia Felix) - Arabia Deserta's own *other* territorial limit point from the same topostext passage (5.19.1) - not a coastal walk point either, see 5.19.01.11 above.]"
63,5.20.05.04,coastline_explicit_order,"[5, 20, 3, 0]","NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) briefly had an override here (sorted right after Anthedon, so it became the walk's own last point) - reverted. The user asked directly whether its Egypt-side duplicate (4.05.13.03) was really coastal; topostext (§4.5.13) settles it for both: ""bounded on the east by part of Judaea which runs from Anthedon city to the *end point* at [64°15',30°40'] and *thence* by Arabia Petraia as far as the inmost point in the Arabian Gulf at Heroon polis"" - a land-boundary hand-off between two inland provinces, stated *before* the coastal description resumes at Heroon polis (= Zipfel des Arabischen Golfes, 4.05.13.05 - its own topostext match is that exact phrase). Neither citation of this point belongs in the coastal walk - see _COASTLINE_SKIP_REF_IDS/_NONCOASTAL_POINT_ OVERRIDES for both.  Teredon (5.20.05.04) sorts (by ref_id alone) *after* both of the Tigris river's own mouths (5.20.01.08, 5.20.05.03) - but topostext (§5.20.5) places it explicitly ""between the mouths of the Tigris river"", and the user confirmed the real geography (Teredon = near Basra, between the two mouths, not past both of them). Sorted here to land between them, so Babylonia's own short trail runs Tigris-east -> Teredon -> Tigris-west, each mouth free to be its own trail endpoint for the two boundary stitches to Susiana/Arabia (see _BOUNDARY_STITCH_REF_ID_PAIRS' ""thirty-first round"" entries). [Teredon*]"
54,6.03.01.10,coastline_skip,,"NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) used to be skipped here too, for the same ""bit-identical duplicate, wrong-direction edge"" reason - but the user spotted the resulting gap (Gaza to Egypt, the top of Sinai) and asked for the real coast, not a schematic bridge over it. Restored via _COASTLINE_EXPLICIT_ORDER_OVERRIDES instead, which fixes the wrong-direction edge without dropping the point - see that set's own comment. [Oroatis-Mündung - a third duplicate in the same book.map, found only after excluding the two above (it had been quietly absorbed into a non-crossing edge until then, then started self-intersecting once that edge changed). Topostext (6.3.1) confirms it too is an introductory boundary mention, not a walk point: Susiane ""is bounded...on the east by Persis along the line linking the limit point of Assyrians and Media to the mouth of the Oroatis river"" - a bit-identical coordinate duplicate of the walk's own real, correctly-sequenced last point (6.03.02.14, right before its own Oroatis-Quellen). Sorting first in raw catalogue order (section ""01"" before ""02""), left in it pulled the walk's very first edge straight across to its own far end and back.]"
40,6.03.02.01,coastline_skip,,"NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) used to be skipped here too, for the same ""bit-identical duplicate, wrong-direction edge"" reason - but the user spotted the resulting gap (Gaza to Egypt, the top of Sinai) and asked for the real coast, not a schematic bridge over it. Restored via _COASTLINE_EXPLICIT_ORDER_OVERRIDES instead, which fixes the wrong-direction edge without dropping the point - see that set's own comment. [Tigris-Mündung (westliche) - topostext (6.3.2) is explicit this is a re-citation, not new data: ""this coast is described as follows: the western mouth of the Tigris river *is in the description of Babylonia*"" - i.e. the same point as 5.20.05.03, restated only as Susiane's own orientation marker for where its coast picks up. Left in, catalogue order zigzagged both Tigris-mouth citations back and forth (Babylonia's 5.20.01.08/5.20.05.03 pair, then Teredon, then Susiane's own re-citation of the same two mouths again) - the ""broken coastline"" at the Persian Gulf's head the user spotted, a second instance of the same bug class as 5.19.01.11/.13 above.]"
38,6.03.02.03,coastline_skip,,"NOTE: ""5.16.01.05"" (Grenzpunkt Ägypten/Judäa) used to be skipped here too, for the same ""bit-identical duplicate, wrong-direction edge"" reason - but the user spotted the resulting gap (Gaza to Egypt, the top of Sinai) and asked for the real coast, not a schematic bridge over it. Restored via _COASTLINE_EXPLICIT_ORDER_OVERRIDES instead, which fixes the wrong-direction edge without dropping the point - see that set's own comment. [Tigris-Mündung (östliche) - Susiane's own re-citation of the *other* Tigris mouth (5.20.01.08), same topostext passage (6.3.2), see 6.03.02.01 above. Excluding both lets Susiane's own walk start cleanly at Charax des Pasines (6.03.02.04), 1.68 degrees from Babylonia's own last point (Teredon, 5.20.05.04) - a clean hand-off instead of a zigzag.]"
42,6.07.19.05,coastline_skip,," A thirty-second round (2026-07-31): ""Maisanitischer Golf"" (6.07.19.05, topostext 6.7.19.3, ""which the limit point of Desert Arabia and the Maisanites gulf at"") is a *fourth* citation of the same Persian-Gulf- head boundary statement as 5.19.01.11/.13 above - Susiana/Persis's own side of it this time, not Arabia Deserta's. Left in, it auto-stitched (coordinate-identical, 0.0 degrees) to ""Ammaia"" (5.19.04.02, itself citing the *same* boundary passage as 5.19.01.11 - topostext 5.19.1.2, word for word) before Ammaia could ever be reached as a stitch target - the structural ""can't reach an interior point"" limitation static_map.py worked around all last round with a schematic bridge, rather than a real fix. Excluding it frees Ammaia back up as its own group's genuine trail endpoint, letting a normal stitch pair (see _BOUNDARY_STITCH_REF_ID_PAIRS below) join Tigris-Mündung (westliche) straight through to Idikara/Iokura instead - one real ~190-point trail (Iokura -> ... -> Kattigara*) rather than a documented-but- disconnected annotation. The Susiana/Persis coastal walk itself (Heiliger Golf, Koromanis, ...) loses its own accidental link to Idikara/Iokura as a result and becomes its own separate ~90-point trail (Zipfel des Arabischen Golfes -> Koromanis) - which matches the user's own stated Persian Gulf sequence (Charax des Pasines -> Tigris east -> Teredon -> Tigris west -> Maisanitischer Golf) ending there, not continuing on into Arabia's own Idikara/Iokura citations."
16,6.07.20.01,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Zames (Mitte) - one of Arabia Felix's named mountains (topostext: ""the so-called Zames, midpoint...""), section 6.07.20 unsafe to force whole since it also has ""Wasser der Styx (Quelle)"", a genuine spring/river-source point mentioned as an aside during the range's own description]"
20,6.07.20.03,force_mountain_point,,"The mountain-side counterpart of _ISLAND_POINT_OVERRIDES: a lone mountain reference embedded in an otherwise-coastal section, where force-mountaining the whole section (as above) would wrongly pull its genuine coastal points out of their coastline. Book.map ""3.13"" section ""11"" is Chalkidike's coast (Panormos harbor, ""Athos, ein Berg""/""Athos, Kap und Berg"" ending the Athos peninsula, Nymphaion promontory...) except for one entry - ""Athos (Mitte)"", the *midpoint* of the mountain rather than a coastal point on it - that the ""(Mitte)"" river-course pattern was catching first, with nothing in the bare name ""Athos"" itself to redirect it. Keyed by ref_id. [Klimax - a bare-name mountain in the same list, confirmed repeatedly elsewhere in the same chunk (""beyond Klimax mountain"", ""extending as far as Klimax mountain"") rather than by a marker on this citation itself]"
8,6.09.08.02,force_island_point,,"The same problem at single-point granularity: a lone island reference embedded in an otherwise-mainland section, where force-islanding the *whole* section (as above) would wrongly reclassify real mainland points alongside it. Book.map ""3.14"" section ""06"" is Akarnania's mainland coast (Ambrakia/Arta, Aktion/Actium, Alyzeia, the Acheloos' mouth) except for one entry - ""Kap Leukas"" (Cape Doukato, the southern tip of the island of Lefkada) - sitting in the middle of that mainland run and pulling the Epirus/Akarnania coastline out onto the island and back. Keyed by ref_id. [Talka - ""a sea island off it [Hyrkania] called Talka"" (topostext), a lone island citation amid an otherwise mainland-coastal book.map]"
30,6.14.01.06,force_noncoastal_point,,"The rest of the ""every remaining Grenzpunkt/Endpunkt still marked `coast`"" sweep prompted by the Durius find above: of 27 such points, 23 are genuinely coastal (topostext explicitly names a sea/gulf as the boundary's own endpoint - ""the other on the Adriatic at"", ""termination at the sea"", ""the inner recess of the...Maisanites Gulf"" - or, for the Arabia Felix ""Endpunkt am Meer"" mountain cases, sit smoothly in-line with their coastal neighbours' own coordinates, the same Athos/Akrokeraunia shape already confirmed this session) and left untouched. These three are pure land-boundary descriptions with no sea/gulf mentioned anywhere in their citation, or explicitly contrasted with a *different*, genuinely coastal sibling point: [Grenzpunkt (beide Skythien, unbekanntes Land) - topostext: ""Scythia within Imaos is bounded on the west by Sarmatia...on the north by an unknown land...on the east by Mount Imaos"" - a pure Central-Asian land-boundary description, no sea mentioned at all]"
51,6.21.01.07,coastline_skip,," Found indirectly, by fixing the Durius Grenzpunkt (_RIVER_POINT_OVERRIDES, 2026-07-30): removing that inland point from the coastline exposed a second, previously-hidden bug in the same book.map - the exact Acheloos-/Borysthenes-Mündung shape above, just not visible before because the wrong two-hop path (via the now-removed Grenzpunkt) happened not to cross anything, by coincidence, while the shorter direct edge does. Durius-Mündung (topostext: ""The southern side of Lusitania is the common boundary with...Baetica. The northern side links to Tarraconensis along the western part of the Dourius river...The mouth of the river, which flows into the Outer Sea"") is Lusitania's own *northern* boundary marker, stated first as an orientation point - the walk proper starts at Balsa (the *southern*, Baetica-border end) and runs the whole Algarve-then-west-coast loop back up to Vacua-Mündung, a few hundredths of a degree from Durius- Mündung's own coordinate, closing the loop on its own without this edge. Left in, the direct Durius-Mündung -> Balsa edge (skipping straight from Porto to the Algarve) cut across the walk's own real west-coast return leg three times. [Grenzpunkt (Arachosien, Gedrosien, Indien) - a bit-identical coordinate duplicate of ""Grenzpunkt (Gedrosien, Indien)"" (6.21.02.11, the walk's own correctly-positioned last point - Arbis-Mündung -> Rhagiraua -> Hafen der Frauen -> Koiamba -> Rhizana -> this Grenzpunkt is a clean, monotonic west-to-east progression). Re-cited earlier, before the walk itself, as an introductory boundary statement (same topostext text as 6.21.02.11: ""boundary towards Arachosia to its termination at the sea in"") - left in, its edge from Arbis-Mündung (the walk's *first* point) skipped straight to this duplicate at the *far* end, cutting across the whole real walk in between.]"
11,7.01.94.03,force_island_point,,"The same problem at single-point granularity: a lone island reference embedded in an otherwise-mainland section, where force-islanding the *whole* section (as above) would wrongly reclassify real mainland points alongside it. Book.map ""3.14"" section ""06"" is Akarnania's mainland coast (Ambrakia/Arta, Aktion/Actium, Alyzeia, the Acheloos' mouth) except for one entry - ""Kap Leukas"" (Cape Doukato, the southern tip of the island of Lefkada) - sitting in the middle of that mainland run and pulling the Epirus/Akarnania coastline out onto the island and back. Keyed by ref_id. [Barake - ""Islands lying near the part of India which projects into the ocean in the Gulf of Kanthi: Barake"" (topostext), a single-island section]"
